user_id,amount,balance,timestamp,txn_type,merchant,location,channel,device_id,txn_status
user_1,8520.86,9919.999999999975,2025-06-20 14:59:20,debit,"Smith, Zuniga and Reilly",West Danielle,ATM,device_70,success
user_1,635.79,43002.48999999998,2025-06-21 00:08:25,debit,Myers LLC,New Susanchester,online,device_881,success
user_1,3680.08,88016.25999999998,2025-06-21 04:38:38,credit,"Martinez, Boyer and Harris",Lake Thomas,POS,device_215,success
user_1,518.81,55637.30999999998,2025-06-22 06:49:15,debit,Fletcher-Simon,South Julie,online,device_643,success
user_1,445.43,7084.289999999974,2025-06-23 15:21:23,debit,White Group,Nicoleton,POS,device_674,success
user_1,9257.64,64420.69999999998,2025-06-24 10:21:58,debit,Green-Campos,Bradleychester,ATM,device_333,fail
user_1,7771.2,56649.499999999985,2025-06-24 10:48:13,debit,Cook and Sons,Veronicatown,online,device_825,success
user_1,4599.38,10161.529999999973,2025-06-24 17:08:40,debit,Erickson LLC,Smithville,online,device_470,success
user_1,2885.62,10084.099999999973,2025-06-24 19:18:31,credit,Bishop Ltd,South Michele,ATM,device_721,success
user_1,8103.83,76981.35999999999,2025-06-24 19:21:56,debit,Jackson and Sons,Heatherburgh,online,device_715,success
user_1,2714.02,53935.47999999999,2025-06-25 03:18:05,debit,"Davis, Jacobs and Shepherd",North Christopherton,ATM,device_898,success
user_1,4564.55,53974.25999999998,2025-06-26 18:49:54,credit,Garcia-Anthony,East Andremouth,ATM,device_781,success
user_1,1163.08,57370.21999999999,2025-06-26 21:27:44,credit,"Murphy, Padilla and Mckenzie",Andreahaven,POS,device_246,success
user_1,5525.74,22077.67999999998,2025-06-27 10:16:37,debit,"Morris, Tate and Acosta",Maciashaven,ATM,device_554,fail
user_1,2704.91,49409.70999999998,2025-06-28 18:39:33,credit,Thompson and Sons,Hughesfurt,online,device_301,success
user_1,9842.44,39856.75999999998,2025-06-29 13:09:20,debit,"Stone, Hogan and Knox",East Anthonyfurt,online,device_413,success
user_1,5251.69,12335.979999999974,2025-06-29 16:37:27,credit,Holt-Mccullough,Davisville,online,device_686,success
user_1,5520.55,53365.90999999999,2025-06-29 21:16:50,credit,"Hood, Reynolds and Russell",New Eric,ATM,device_894,success
user_1,298.86,85108.86,2025-06-29 21:36:54,credit,"Davis, Jackson and Bowman",Port Joseph,online,device_229,success
user_1,9839.34,244.75999999997293,2025-06-30 04:10:34,debit,"Henderson, Kim and Valentine",Port Zacharystad,ATM,device_837,success
user_1,9973.39,56156.11999999998,2025-06-30 04:44:02,debit,"Morgan, Mccann and Williams",Johnfurt,ATM,device_506,success
user_1,8015.9,31840.85999999998,2025-06-30 05:44:40,debit,Bennett and Sons,Ninaview,online,device_197,success
user_1,4264.61,49699.19999999998,2025-06-30 16:21:16,credit,"Davis, Porter and Ramirez",South Grantton,ATM,device_56,success
user_1,8751.14,27603.419999999976,2025-07-01 05:39:15,debit,"Phillips, Young and Morton",Saramouth,POS,device_828,fail
user_1,1366.5,49534.83999999998,2025-07-01 15:11:03,credit,Olsen-Kim,Heatherborough,online,device_804,success
user_1,1012.33,75178.86999999998,2025-07-02 17:19:36,credit,Gallegos-Rivera,South Jennifer,ATM,device_271,fail
user_1,8302.58,76170.61999999998,2025-07-03 03:49:00,credit,"Stevens, Cook and Hull",Aaronburgh,ATM,device_197,success
user_1,2165.63,56101.109999999986,2025-07-03 08:15:39,credit,"Bennett, Lopez and Snyder",North Edwardtown,POS,device_906,fail
user_1,4513.7,36354.559999999976,2025-07-03 12:21:40,credit,Harris-Patterson,Riveraport,online,device_286,success
user_1,1069.83,84039.03,2025-07-03 12:27:17,debit,"Brown, Carr and Boyd",Davidfurt,ATM,device_433,success
user_1,9575.31,33992.089999999975,2025-07-03 14:24:57,credit,Hawkins and Sons,Aaronstad,online,device_195,success
user_1,9688.66,24303.429999999975,2025-07-04 02:21:33,debit,"Ramirez, Diaz and Gonzalez",South Stacieberg,ATM,device_322,success
user_1,4100.25,45434.58999999998,2025-07-04 05:50:06,debit,Evans-Brock,Tammyborough,online,device_675,success
user_1,9645.41,43720.499999999985,2025-07-04 11:33:41,debit,"Taylor, Richards and Medina",Johnsonport,ATM,device_320,success
user_1,9853.82,24416.779999999977,2025-07-04 17:02:00,credit,Hurst-Phillips,Howardport,POS,device_293,success
user_1,5412.82,66129.50999999998,2025-07-04 22:01:05,credit,Drake and Sons,Carlsonshire,ATM,device_409,success
user_1,9130.65,63104.90999999998,2025-07-05 02:39:28,credit,Perez-Taylor,Barbaraview,ATM,device_520,success
user_1,982.27,83056.76,2025-07-05 04:23:49,debit,"Fox, Lopez and Elliott",Frederickburgh,ATM,device_617,success
user_1,5651.79,4509.739999999973,2025-07-05 08:01:55,debit,"Holmes, Schroeder and Phillips",South Theresa,online,device_551,success
user_1,2176.79,14562.959999999977,2025-07-05 10:12:15,credit,Moore-King,New Kristen,online,device_169,success
user_1,2424.93,14760.909999999974,2025-07-06 03:16:26,credit,Ballard and Sons,North Jessica,online,device_688,success
user_1,5327.02,56207.139999999985,2025-07-07 14:47:47,debit,Harrington and Sons,New Clayton,ATM,device_332,success
user_10,6842.46,26462.739999999998,2025-06-09 04:57:43,debit,Wilkins-Miller,East Steven,online,device_753,success
user_10,556.01,23095.039999999997,2025-06-12 04:53:31,credit,Cooper Ltd,New Russellton,POS,device_809,success
user_10,8832.82,8832.82,2025-06-12 17:00:43,credit,"Robles, Avila and Parks",West Davidmouth,POS,device_624,fail
user_10,3846.75,19003.329999999998,2025-06-13 01:30:18,credit,Turner-Castillo,Allisonside,ATM,device_321,reversed
user_10,5727.85,14121.39,2025-06-13 10:06:13,credit,Bell-Christian,Rodriguezchester,ATM,device_766,fail
user_10,3257.69,8393.539999999999,2025-06-13 10:39:07,debit,Roberts PLC,Davidfort,POS,device_576,success
user_10,7571.81,0.0,2025-06-13 15:04:27,debit,Golden-Robinson,Edwardborough,ATM,device_869,success
user_10,7821.76,0.0,2025-06-13 19:09:45,debit,Olson-Barnes,Lake Jamesmouth,ATM,device_593,success
user_10,2095.52,2219.280000000002,2025-06-13 22:55:12,credit,Hutchinson-Barrett,Andrewsside,ATM,device_837,fail
user_10,426.97,0.0,2025-06-14 15:21:54,debit,Russell-Rivera,Kevinhaven,online,device_183,success
user_10,6320.66,6320.66,2025-06-15 03:58:32,credit,Thomas-Moreno,Thomastown,POS,device_18,success
user_10,6313.67,123.76000000000204,2025-06-16 02:36:02,debit,Garcia Ltd,New Stanleytown,ATM,device_435,fail
user_10,3844.66,4951.760000000002,2025-06-16 09:17:37,debit,Chaney PLC,Patrickborough,POS,device_263,success
user_10,585.33,19588.66,2025-06-16 19:04:38,credit,"Lee, Fowler and Bradford",Lake Donnafort,online,device_636,fail
user_10,9378.07,22539.03,2025-06-18 01:26:34,debit,Lewis and Sons,Jenniferton,online,device_951,success
user_10,533.29,1576.3699999999944,2025-06-18 03:55:04,credit,Hall-Clay,Wilsonburgh,ATM,device_495,fail
user_10,964.86,20513.1,2025-06-18 15:26:23,debit,Jones Group,Port Marcusbury,online,device_680,success
user_10,1227.14,5093.5199999999995,2025-06-18 16:33:38,debit,"Bishop, Garcia and Clark",Thomasport,ATM,device_738,success
user_10,1251.42,17930.839999999997,2025-06-20 14:19:12,credit,"Phillips, Smith and Boyer",Floydhaven,online,device_469,fail
user_10,8611.43,28200.09,2025-06-21 02:52:34,credit,Schneider Ltd,Smithhaven,online,device_934,success
user_10,9284.08,0.0,2025-06-21 06:39:03,debit,French and Sons,New Vanessa,POS,device_806,success
user_10,3639.94,16873.16,2025-06-21 16:26:06,debit,Garcia Ltd,East Karen,ATM,device_544,success
user_10,1651.24,31917.1,2025-06-22 03:56:58,credit,"Davies, Mitchell and Taylor",East Ashley,online,device_339,success
user_10,7514.34,8129.720000000001,2025-06-22 10:49:57,debit,Barker LLC,Daviston,POS,device_700,success
user_10,5230.03,21477.96,2025-06-23 00:06:56,debit,"Brown, Le and Osborn",Port Sabrinastad,POS,device_557,success
user_10,2441.46,8796.420000000002,2025-06-23 14:34:54,debit,Cantu and Sons,Rojasborough,online,device_699,fail
user_10,3839.66,15644.060000000001,2025-06-23 14:47:09,debit,"Campbell, Potts and Garcia",Hernandezhaven,ATM,device_58,success
user_10,7109.98,35310.07,2025-06-23 14:49:00,credit,"Hubbard, Miller and Johnson",Port Scott,ATM,device_560,success
user_10,2941.27,18169.59,2025-06-24 19:47:49,credit,"Jones, Hall and Rodriguez",Millerton,ATM,device_136,reversed
user_10,8870.05,22361.47,2025-06-25 12:04:25,credit,Stout-Vargas,Bradleyview,ATM,device_561,fail
user_10,7229.51,16679.42,2025-06-25 14:56:47,debit,Powell-Russell,West Robert,POS,device_626,success
user_10,5602.94,0.0,2025-06-26 03:34:54,debit,Shepherd Ltd,New Miranda,POS,device_418,success
user_10,3618.89,20150.46,2025-06-27 09:15:03,credit,Bernard-Jones,South Jeffreyshire,online,device_631,fail
user_10,8401.85,16531.57,2025-06-28 06:22:33,credit,King Group,West Kristiside,online,device_772,success
user_10,2414.07,15156.579999999998,2025-06-29 05:55:52,credit,Gallagher-Ramirez,Nolanshire,ATM,device_681,success
user_10,869.34,11840.280000000002,2025-06-29 09:16:19,debit,"Park, Mendoza and White",Walshburgh,online,device_995,reversed
user_10,7635.63,16468.45,2025-06-29 09:28:02,credit,"Brady, Ferguson and Decker",Kimberlychester,POS,device_987,success
user_10,2977.03,13491.42,2025-06-29 09:34:35,debit,"Rice, Walker and Meyers",Angelstad,online,device_423,success
user_10,1946.26,19877.099999999995,2025-06-29 16:10:02,credit,Webb-Moore,Thomashaven,online,device_776,success
user_10,7481.56,0.0,2025-07-02 00:36:52,debit,Thompson Group,Lake Adammouth,online,device_471,success
user_10,9269.93,10607.169999999995,2025-07-02 13:14:13,debit,Garcia-Franklin,Port Andrewborough,POS,device_469,success
user_10,2004.87,33305.2,2025-07-03 02:02:41,debit,Arroyo-Baxter,Brianfurt,POS,device_460,success
user_10,7133.15,15228.320000000002,2025-07-03 08:24:22,debit,Lewis-Richardson,Lake Paul,online,device_215,success
user_10,3612.95,26707.989999999998,2025-07-03 23:24:15,credit,Ross LLC,Port Jason,ATM,device_226,reversed
user_10,8161.68,0.0,2025-07-03 23:40:39,debit,Hall-Mcdaniel,West Madison,POS,device_674,success
user_10,5402.85,6437.430000000002,2025-07-04 09:42:40,debit,"Smith, Smith and Fowler",New Ashleystad,ATM,device_68,success
user_10,7407.95,12742.509999999998,2025-07-04 15:19:43,debit,Cooley Ltd,Michelebury,ATM,device_663,success
user_10,3803.12,30265.859999999997,2025-07-04 15:34:02,credit,Lopez PLC,Port James,POS,device_570,success
user_10,9564.09,1043.0799999999945,2025-07-05 00:33:25,debit,"Torres, Bradford and Mahoney",Port Jenniferberg,POS,device_5,success
user_10,2864.15,7815.910000000002,2025-07-06 02:49:54,credit,"Wright, Cole and Hernandez",New Crystal,ATM,device_823,success
user_10,5362.33,19483.72,2025-07-06 22:19:42,credit,Matthews-Gordon,Lake Abigailland,online,device_536,success
user_10,8973.93,23908.93,2025-07-07 09:53:02,credit,Jones-Alexander,Watkinsmouth,online,device_842,success
user_10,6518.36,11651.23,2025-07-08 10:49:47,debit,Garcia-Saunders,Martinchester,ATM,device_556,success
user_10,5635.28,11237.880000000001,2025-07-08 10:54:30,debit,Austin PLC,New Nathanborough,online,device_685,success
user_10,4893.71,12709.620000000003,2025-07-08 12:30:12,credit,"Martin, Nelson and Chavez",Samuelberg,ATM,device_198,success
user_100,8129.52,0.0,2025-06-09 01:17:53,debit,Webb-Rush,Ryanborough,ATM,device_341,success
user_100,846.77,425.2199999999998,2025-06-09 09:56:56,debit,Harrison LLC,Rowemouth,ATM,device_312,success
user_100,5112.68,30572.07,2025-06-10 01:47:14,debit,Moore LLC,Triciaville,POS,device_712,success
user_100,2252.58,21629.810000000005,2025-06-10 16:56:44,debit,"Trujillo, Washington and Russell",Rodriguezbury,POS,device_471,reversed
user_100,3459.41,20560.150000000005,2025-06-11 03:34:37,credit,Gonzales-Edwards,West Kimberly,POS,device_732,success
user_100,5269.58,15290.570000000005,2025-06-11 05:03:49,debit,Cortez PLC,Howardstad,ATM,device_625,success
user_100,3425.03,11865.540000000005,2025-06-11 10:32:48,debit,Ramsey-Clark,Port Kimmouth,POS,device_76,success
user_100,820.73,12705.210000000003,2025-06-11 15:27:56,debit,Lambert-Brooks,New Robin,ATM,device_909,reversed
user_100,8539.5,8539.5,2025-06-11 23:11:55,credit,"Rogers, Smith and Phillips",Port Joseville,online,device_888,success
user_100,4194.03,17100.740000000005,2025-06-12 23:09:18,debit,"Reynolds, Moore and Ali",Laurenfurt,ATM,device_279,success
user_100,5334.3,31134.99,2025-06-13 03:42:53,debit,"Duran, Jackson and Patel",North Amy,POS,device_625,success
user_100,1587.68,30937.58,2025-06-14 04:01:57,credit,"Ferguson, Brown and Jones",Patriciaburgh,POS,device_613,reversed
user_100,302.07,21931.880000000005,2025-06-14 08:43:32,credit,Barnes-Hall,Hillhaven,online,device_626,fail
user_100,5711.66,9338.710000000005,2025-06-15 11:32:30,debit,Cook PLC,Kimside,POS,device_369,success
user_100,5103.89,2548.4699999999993,2025-06-15 21:51:55,debit,Ford Ltd,East Andrewberg,POS,device_220,success
user_100,7580.49,29591.79,2025-06-16 19:38:42,debit,"Patrick, Skinner and Maldonado",Port Lauraside,ATM,device_915,success
user_100,5511.78,0.0,2025-06-17 03:26:52,debit,"Burke, Higgins and Myers",Port Christopher,ATM,device_749,success
user_100,4514.31,23882.390000000003,2025-06-18 07:48:35,credit,Smith and Sons,South Ronnie,ATM,device_72,success
user_100,419.63,14876.050000000003,2025-06-19 10:41:24,debit,"Morris, Garcia and Miller",Maryburgh,POS,device_132,success
user_100,5897.76,0.0,2025-06-20 00:19:54,debit,Hickman-Rodriguez,South Angela,POS,device_778,success
user_100,9328.61,24317.39,2025-06-20 05:38:28,debit,Martinez-Chandler,Mariahport,online,device_408,success
user_100,4492.03,19368.08,2025-06-20 10:17:33,credit,Huber-Burton,Port Robertchester,POS,device_191,success
user_100,1009.24,20998.260000000002,2025-06-20 14:53:16,credit,Clark-Simmons,Lake Adrian,ATM,device_357,success
user_100,3224.26,0.0,2025-06-21 02:38:17,debit,"Jensen, Stewart and Jones",New Markburgh,online,device_537,success
user_100,8767.95,0.0,2025-06-21 03:24:08,debit,"Graham, Thomas and Duncan",Caseymouth,online,device_777,success
user_100,9602.77,19989.02,2025-06-22 03:00:05,debit,"Taylor, Robinson and Munoz",Cynthiachester,POS,device_662,reversed
user_100,4110.49,20206.9,2025-06-22 08:58:50,debit,"Garcia, Burton and Duncan",West Stacey,online,device_516,success
user_100,3918.59,17413.81,2025-06-23 06:10:36,debit,Hill Ltd,Danielshire,online,device_696,success
user_100,3439.57,21332.4,2025-06-25 04:36:14,debit,Lopez LLC,Georgeview,online,device_54,fail
user_100,2232.08,14523.980000000005,2025-06-25 09:50:59,credit,Kim-Miller,North Chase,POS,device_954,success
user_100,5897.22,36469.29,2025-06-25 14:34:56,credit,"Davis, Owens and Baker",South Phillipberg,POS,device_550,success
user_100,3680.63,3680.63,2025-06-25 21:33:23,credit,Ramirez-Brown,Port David,POS,device_534,success
user_100,3887.87,13525.940000000002,2025-06-26 03:59:25,debit,Evans-Brown,Macdonaldport,online,device_284,success
user_100,83.51,0.0,2025-06-26 19:06:05,debit,Bruce-Baker,Lake Martinport,POS,device_739,success
user_100,6778.66,7203.879999999999,2025-06-26 20:53:05,credit,Spencer and Sons,West Joshua,ATM,device_298,success
user_100,9895.28,0.0,2025-06-27 08:32:25,debit,Green Group,North Lonnie,POS,device_134,success
user_100,9143.0,29349.9,2025-06-27 23:41:23,credit,"Douglas, Ward and Huff",Nicolefort,ATM,device_466,success
user_100,2467.57,21731.870000000003,2025-06-28 12:38:57,debit,Mullins Ltd,Patrickberg,online,device_450,success
user_100,6827.35,5038.190000000004,2025-06-29 17:32:58,debit,Davis-Russell,Mooretown,POS,device_299,success
user_100,2590.47,15295.680000000002,2025-06-30 07:25:02,credit,"Cox, Perkins and Mitchell",East Paulmouth,online,device_909,fail
user_100,3277.72,0.0,2025-07-01 06:32:58,debit,"Harding, Hendricks and Davis",Taylorview,POS,device_853,fail
user_100,3201.18,24199.440000000002,2025-07-01 18:24:14,credit,Manning-Salas,Webbside,ATM,device_529,success
user_100,6364.29,0.0,2025-07-02 17:45:35,debit,Huber Group,North Teresamouth,online,device_702,fail
user_100,6881.51,15050.370000000004,2025-07-03 12:01:36,debit,"Walters, Bush and Fry",West Todd,ATM,device_246,success
user_100,7267.51,1271.9899999999998,2025-07-03 14:37:28,debit,Lopez-Malone,Port Kristishire,ATM,device_810,success
user_100,3040.1,24771.97,2025-07-03 23:27:06,credit,Valencia-Mueller,Port Brandon,online,device_881,success
user_100,6037.29,37172.28,2025-07-04 08:08:38,credit,Atkins Ltd,Michelefort,ATM,device_581,success
user_100,6770.79,21294.770000000004,2025-07-05 00:00:21,credit,Smith-Frey,Port Rebecca,ATM,device_855,fail
user_100,4990.49,0.0,2025-07-05 22:12:08,debit,"Vasquez, Christensen and Lara",Watsonview,online,device_124,reversed
user_100,9022.7,0.0,2025-07-06 11:59:38,debit,"Grant, West and Johnson",Barberbury,POS,device_383,success
user_100,4747.17,35684.75,2025-07-07 03:08:27,credit,Willis Group,Markville,ATM,device_703,success
user_100,7652.36,7652.36,2025-07-07 20:26:50,credit,Schneider-Nguyen,Stanleychester,online,device_229,fail
user_100,945.77,1602.6999999999994,2025-07-08 03:00:48,debit,Willis Group,New Edwardside,POS,device_626,fail
user_100,2953.19,12291.900000000005,2025-07-08 18:12:38,credit,Wilson Group,Port Gloria,ATM,device_562,success
user_1000,7141.46,20868.83000000002,2025-06-08 21:10:28,debit,"Carter, Strickland and Smith",Jasmineview,online,device_310,success
user_1000,5825.79,55778.390000000014,2025-06-09 02:05:01,debit,Green-Leach,Pottston,POS,device_217,success
user_1000,8545.04,0.0,2025-06-09 18:29:18,debit,Johnson-Mckinney,Markview,ATM,device_336,success
user_1000,5443.95,0.0,2025-06-10 03:46:03,debit,"Newman, Cole and Graham",North David,POS,device_712,success
user_1000,7010.34,12380.32,2025-06-11 04:28:26,credit,"Klein, Santos and Barrett",East Joshuaberg,online,device_576,fail
user_1000,2283.0,52301.089999999975,2025-06-11 05:16:56,debit,Jones-Simmons,Port Haleymouth,ATM,device_695,success
user_1000,377.08,70622.53000000001,2025-06-12 13:30:33,credit,Bishop Inc,Thomasburgh,POS,device_693,fail
user_1000,3525.05,50325.75999999998,2025-06-16 05:45:18,debit,"Smith, Reynolds and Freeman",Millermouth,online,device_893,success
user_1000,4703.46,13207.340000000022,2025-06-17 04:39:52,debit,Sullivan-Hayes,West Tamaraton,POS,device_264,success
user_1000,5942.13,53118.799999999996,2025-06-17 06:59:29,debit,Mann-Gilmore,Aaronshire,POS,device_988,success
user_1000,6813.28,19246.16000000002,2025-06-17 09:39:50,debit,Daniels Ltd,Brandonmouth,online,device_449,success
user_1000,6886.81,71692.07,2025-06-18 16:19:27,debit,"Martinez, Gardner and Morales",Port Tanyafurt,online,device_3,success
user_1000,5528.61,31204.10000000002,2025-06-19 01:24:48,credit,Long LLC,Jonathanville,POS,device_828,success
user_1000,8055.02,53850.80999999998,2025-06-19 06:42:18,debit,"Martin, Smith and Powell",Thomasland,online,device_929,success
user_1000,7367.45,39878.39000000002,2025-06-19 18:18:10,debit,Hansen-Jacobs,South Heather,POS,device_636,success
user_1000,982.65,36145.78,2025-06-19 21:21:16,debit,Huynh Ltd,Port Paulburgh,POS,device_534,success
user_1000,2233.55,25839.09,2025-06-20 00:54:09,debit,Hamilton-Phillips,East Carriefort,online,device_435,fail
user_1000,2475.25,12023.52,2025-06-20 20:41:58,debit,Yates-Peters,Port Charles,POS,device_571,success
user_1000,8352.55,34191.64,2025-06-21 07:04:45,credit,"Esparza, Stewart and Gonzalez",Bullocktown,POS,device_594,success
user_1000,9578.03,3629.3100000000213,2025-06-21 11:43:35,debit,Mays and Sons,Lake Kimberly,online,device_531,fail
user_1000,1132.17,33059.47,2025-06-22 03:55:07,debit,"Jackson, Johnson and Barrett",New Cheryl,online,device_985,success
user_1000,9018.35,61604.180000000015,2025-06-22 18:53:39,debit,Acevedo-Valdez,Sullivanchester,POS,device_271,success
user_1000,3730.16,61905.82999999999,2025-06-23 14:45:02,credit,Jacobson-White,Lake Karina,ATM,device_390,success
user_1000,917.16,58175.66999999999,2025-06-23 15:54:22,debit,Welch Group,East Joshuaview,online,device_374,success
user_1000,1722.88,78578.88,2025-06-24 04:40:23,credit,"Bolton, Martinez and Adams",Mendezland,POS,device_861,success
user_1000,9206.84,20584.16000000002,2025-06-24 12:37:27,debit,Hoffman-Johnson,Hudsonburgh,online,device_140,success
user_1000,1446.62,70245.45000000001,2025-06-24 13:49:05,debit,Hernandez PLC,South Alexandria,ATM,device_542,success
user_1000,126.13,28010.29000000002,2025-06-25 08:15:17,debit,"Wolf, Sanchez and Frey",New Jenniferstad,online,device_871,fail
user_1000,9891.88,21915.4,2025-06-26 00:59:48,credit,"Briggs, Keith and Clarke",Vasquezside,POS,device_428,success
user_1000,6276.88,42422.659999999996,2025-06-26 05:57:46,credit,"Williams, Lucas and Gibson",Lorraineborough,ATM,device_814,success
user_1000,6854.0,59060.92999999999,2025-06-27 05:18:47,credit,"Luna, Griffin and Davidson",Burtonport,POS,device_807,success
user_1000,4068.96,37128.43,2025-06-28 00:34:25,credit,"Payne, Carr and Rowe",East Andrew,online,device_776,fail
user_1000,5906.9,0.0,2025-06-28 13:33:38,debit,Garcia-Morton,West Melindastad,online,device_611,success
user_1000,4098.07,35780.32000000002,2025-06-29 08:50:43,debit,Baker PLC,Davisside,online,device_340,success
user_1000,2020.79,44198.01000000002,2025-06-29 20:01:01,debit,"Smith, Vasquez and Green",New Loritown,POS,device_598,fail
user_1000,3323.64,28136.42000000002,2025-06-30 16:56:54,debit,Collins-Ramirez,Joshuaton,online,device_665,success
user_1000,6429.33,25675.49000000002,2025-06-30 19:37:16,credit,Diaz-Freeman,East Elizabethfort,online,device_679,success
user_1000,4649.94,17025.180000000022,2025-07-01 03:27:56,debit,"Smith, Smith and Smith",Lake Stephanie,online,device_131,success
user_1000,5974.03,59092.829999999994,2025-07-01 16:25:46,credit,Gonzalez LLC,Royburgh,ATM,device_815,success
user_1000,806.29,21675.12000000002,2025-07-01 20:57:22,credit,Wilson-Armstrong,New Brandy,POS,device_160,fail
user_1000,4657.54,45668.21999999998,2025-07-02 09:24:14,debit,"Velazquez, Mckee and Petty",Rodriguezburgh,online,device_913,success
user_1000,6157.24,28072.64,2025-07-02 16:21:02,credit,Hatfield-Bush,Amymouth,POS,device_659,success
user_1000,255.96,31460.06000000002,2025-07-03 10:21:09,credit,Hernandez LLC,North Sandy,ATM,device_425,fail
user_1000,981.27,46649.489999999976,2025-07-03 10:57:21,credit,Sherman and Sons,Kevinhaven,ATM,device_548,success
user_1000,9784.27,52206.92999999999,2025-07-03 15:17:17,credit,Lawson-Smith,South Dominic,POS,device_88,success
user_1000,9559.59,46218.80000000002,2025-07-03 21:21:24,debit,Thompson-Mcdaniel,Ramirezburgh,ATM,device_977,success
user_1000,3047.83,47245.84000000002,2025-07-04 19:10:11,credit,Garrett PLC,Lake Edward,POS,device_770,success
user_1000,9067.6,29791.000000000022,2025-07-04 19:38:04,debit,"Tucker, Smith and Drake",Lucasland,ATM,device_501,reversed
user_1000,5475.28,26059.44000000002,2025-07-05 08:31:31,credit,Moore-Burns,West Katiechester,ATM,device_343,success
user_1000,885.62,17910.80000000002,2025-07-05 22:53:14,credit,"Ray, Wright and Colon",New Tony,online,device_6,success
user_1000,3078.28,38858.60000000002,2025-07-06 04:23:39,credit,"Cooper, Barrett and Smith",Parkerburgh,ATM,device_152,success
user_1000,2221.69,1407.6200000000213,2025-07-06 12:04:22,debit,Rojas-Cantu,Jacobberg,ATM,device_932,success
user_1000,2118.45,14498.77,2025-07-06 16:54:20,credit,Simmons and Sons,Lake Keithside,online,device_764,success
user_1000,7934.6,54584.089999999975,2025-07-08 18:39:59,credit,"Franklin, Thomas and Cabrera",North Kelly,ATM,device_315,success
user_1000,5369.98,5369.98,2025-07-08 18:47:01,credit,Taylor-Sampson,North Leah,POS,device_223,success
user_101,4260.39,112383.98000000008,2025-06-09 13:04:53,credit,Anderson Ltd,Wellsburgh,online,device_668,fail
user_101,4066.64,93058.23000000003,2025-06-09 21:15:51,credit,"Greer, Roy and Oliver",Brandonborough,online,device_242,success
user_101,1420.19,117489.13000000005,2025-06-10 01:04:02,credit,Mcclain and Sons,East Meghanmouth,POS,device_352,success
user_101,8229.87,116400.27000000009,2025-06-10 04:32:24,debit,"Newman, George and Hernandez",Hallstad,ATM,device_523,fail
user_101,808.75,130902.92000000007,2025-06-10 05:10:44,debit,Ochoa Ltd,Cardenasland,ATM,device_631,success
user_101,170.57,143864.66000000003,2025-06-10 06:27:14,debit,"Jimenez, Torres and Bond",Stephanieberg,ATM,device_617,success
